gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,consolidator,0.738312,1,0.681287,"Признаки консолидации: 3 наблюдаемых отправителей, достижим из 7 известных seed-узлов, входящий объём 110000 KZT."
100000000018102100,peripheral,0.685553,2,0.240895,Выраженная роль не выявлена: максимальная оценка применимой роли 0.314447 при пороге 0.55. Граница наблюдения depth=4 ограничивает выводы.
100000000031787100,distributor,0.794197,3,0.464116,"Признаки распределения: 2 наблюдаемых получателей, исходящий объём 90000 KZT."
100000000041368100,terminal,0.858811,4,0.558668,Признаки конечного получателя: наблюдаемый входящий объём 160000 KZT; нет наблюдаемых исходящих переводов.
100000000076451100,distributor,0.856833,5,0.655748,"Признаки распределения: 4 наблюдаемых получателей, исходящий объём 58000 KZT."
100000000089154100,distributor,0.968949,6,0.667633,"Признаки распределения: 15 наблюдаемых получателей, исходящий объём 425500 KZT."
100000000190228100,coordinator,0.717787,3,0.621464,"Структурно значимый узел: процентили PageRank 0.79, betweenness 0.79 в своей depth-группе; достижим из 8 seed-узлов."
100000000201868100,transit,0.879474,5,0.663772,Признаки транзита: наблюдаются входящие и исходящие потоки; коэффициент баланса 1.00.
100000000254336100,transit,0.809660,7,0.619043,Признаки транзита: наблюдаются входящие и исходящие потоки; коэффициент баланса 0.52.
100000000267734100,distributor,0.937102,3,0.611555,"Признаки распределения: 7 наблюдаемых получателей, исходящий объём 282000 KZT."
100000000274067100,distributor,0.906051,3,0.628652,"Признаки распределения: 3 наблюдаемых получателей, исходящий объём 2969000 KZT."
100000000287768100,terminal,0.711929,8,0.362497,Признаки конечного получателя: наблюдаемый входящий объём 35168 KZT; нет наблюдаемых исходящих переводов.
100000000288317100,distributor,0.893242,2,0.642947,"Признаки распределения: 3 наблюдаемых получателей, исходящий объём 53500 KZT."
100000000291906100,distributor,0.819685,1,0.673026,"Признаки распределения: 2 наблюдаемых получателей, исходящий объём 455854 KZT."
100000000291908100,distributor,0.729537,1,0.604515,"Признаки распределения: 1 наблюдаемых получателей, исходящий объём 13300 KZT."
100000000297649100,distributor,0.693330,9,0.582370,"Признаки распределения: 1 наблюдаемых получателей, исходящий объём 70600 KZT."
100000000299820100,peripheral,0.620993,1,0.267956,Выраженная роль не выявлена: максимальная оценка применимой роли 0.379007 при пороге 0.55. Граница наблюдения depth=4 ограничивает выводы.
100000000307908100,peripheral,0.493492,10,0.139859,Выраженная роль не выявлена: максимальная оценка применимой роли 0.506508 при пороге 0.55.
100000000331309100,distributor,0.998373,8,0.760380,"Признаки распределения: 99 наблюдаемых получателей, исходящий объём 23001375 KZT."
100000000332284100,distributor,0.861985,6,0.685510,"Признаки распределения: 3 наблюдаемых получателей, исходящий объём 289500 KZT."
100000000343175100,distributor,0.948438,11,0.835418,"Признаки распределения: 31 наблюдаемых получателей, исходящий объём 4000039 KZT."
100000000369781100,peripheral,0.579007,8,0.252353,Выраженная роль не выявлена: максимальная оценка применимой роли 0.420993 при пороге 0.55. Граница наблюдения depth=4 ограничивает выводы.
100000000375150100,consolidator,0.669300,4,0.706095,"Признаки консолидации: 1 наблюдаемых отправителей, достижим из 10 известных seed-узлов, входящий объём 300000 KZT. Граница наблюдения depth=4 ограничивает выводы."
100000000404740100,peripheral,0.541761,12,0.321614,Выраженная роль не выявлена: максимальная оценка применимой роли 0.458239 при пороге 0.55. Граница наблюдения depth=4 ограничивает выводы.
100000000408846100,terminal,0.726523,13,0.387786,Признаки конечного получателя: наблюдаемый входящий объём 40500 KZT; нет наблюдаемых исходящих переводов.
100000000413678100,distributor,0.931313,2,0.700799,"Признаки распределения: 3 наблюдаемых получателей, исходящий объём 528198 KZT."
100000000424935100,peripheral,0.641817,14,0.254333,Выраженная роль не выявлена: максимальная оценка применимой роли 0.358183 при пороге 0.55. Граница наблюдения depth=4 ограничивает выводы.
100000000425407100,terminal,0.604121,6,0.322473,Признаки конечного получателя: наблюдаемый входящий объём 20000 KZT; нет наблюдаемых исходящих переводов.
100000000437046100,distributor,0.991866,8,0.754805,"Признаки распределения: 42 наблюдаемых получателей, исходящий объём 7606224 KZT."
100000000440392100,terminal,0.819533,5,0.450234,Признаки конечного получателя: наблюдаемый входящий объём 105705 KZT; нет наблюдаемых исходящих переводов.
100000000456947100,peripheral,0.683750,15,0.194831,Выраженная роль не выявлена: максимальная оценка применимой роли 0.316250 при пороге 0.55.
100000000470237100,peripheral,0.531603,5,0.333177,Выраженная роль не выявлена: максимальная оценка применимой роли 0.468397 при пороге 0.55. Граница наблюдения depth=4 ограничивает выводы.
100000000481716100,peripheral,0.464911,16,0.291876,Выраженная роль не выявлена: максимальная оценка применимой роли 0.535089 при пороге 0.55.
100000000489417100,transit,0.919415,1,0.670622,Признаки транзита: наблюдаются входящие и исходящие потоки; коэффициент баланса 0.92.
100000000490383100,distributor,0.921095,5,0.669273,"Признаки распределения: 8 наблюдаемых получателей, исходящий объём 461375 KZT."
100000000500040100,peripheral,0.620937,6,0.269308,Выраженная роль не выявлена: максимальная оценка применимой роли 0.379063 при пороге 0.55. Граница наблюдения depth=4 ограничивает выводы.
100000000507799100,distributor,0.703556,17,0.438705,"Признаки распределения: 1 наблюдаемых получателей, исходящий объём 8000 KZT."
100000000533217100,terminal,0.746204,1,0.421209,Признаки конечного получателя: наблюдаемый входящий объём 53587 KZT; нет наблюдаемых исходящих переводов.
100000000534581100,distributor,0.747145,1,0.532027,"Признаки распределения: 1 наблюдаемых получателей, исходящий объём 40000 KZT."
