cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
1,239,4,29901166.200000,100000006866783100|100000001732159100|100000008637537100,"Наблюдаемое сообщество: 239 узлов, 4 seed; преобладающий сигнал — terminal. "
2,60,3,8430162.000000,100000003589877100|100000003880331100|100000001253557100,"Наблюдаемое сообщество: 60 узлов, 3 seed; преобладающий сигнал — terminal. "
3,89,5,15858082.610000,100000004015047100|100000001616816100|100000005514161100,"Наблюдаемое сообщество: 89 узлов, 5 seed; преобладающий сигнал — terminal. "
4,105,4,15956581.000000,100000003684369100|100000005074393100|100000000733451100,"Наблюдаемое сообщество: 105 узлов, 4 seed; преобладающий сигнал — terminal. "
5,187,8,25578275.560000,100000003016635100|100000004156082100|100000003265158100,"Наблюдаемое сообщество: 187 узлов, 8 seed; преобладающий сигнал — terminal. "
6,164,2,16647756.000000,100000003115284100|100000006274203100|100000008165763100,"Наблюдаемое сообщество: 164 узлов, 2 seed; преобладающий сигнал — terminal. "
7,86,0,7134581.000000,100000004400305100|100000002628576100|100000004325327100,"Наблюдаемое сообщество: 86 узлов, 0 seed; преобладающий сигнал — peripheral. "
8,157,0,36957789.710000,100000006889963100|100000004299488100|100000007055802100,"Наблюдаемое сообщество: 157 узлов, 0 seed; преобладающий сигнал — terminal. "
9,60,2,24019753.000000,100000001899164100|100000000933075100|100000004420041100,"Наблюдаемое сообщество: 60 узлов, 2 seed; преобладающий сигнал — terminal. "
10,6,1,1615030.000000,100000008193577100|100000008736940100|100000008659445100,"Наблюдаемое сообщество: 6 узлов, 1 seed; преобладающий сигнал — distributor. "
11,44,3,5672348.000000,100000003635170100|100000000343175100|100000003809101100,"Наблюдаемое сообщество: 44 узлов, 3 seed; преобладающий сигнал — terminal. "
12,15,0,850450.000000,100000002472632100|100000001526235100|100000001788284100,"Наблюдаемое сообщество: 15 узлов, 0 seed; преобладающий сигнал — peripheral. "
13,15,0,3626010.000000,100000000791285100|100000008461532100|100000006704530100,"Наблюдаемое сообщество: 15 узлов, 0 seed; преобладающий сигнал — peripheral. "
14,21,0,2707265.000000,100000004017410100|100000004076740100|100000007382543100,"Наблюдаемое сообщество: 21 узлов, 0 seed; преобладающий сигнал — distributor. "
15,1,1,0.000000,100000000456947100,"Наблюдаемое сообщество: 1 узлов, 1 seed; преобладающий сигнал — peripheral. "
16,51,0,11924238.840000,100000001937767100|100000004159526100|100000002963189100,"Наблюдаемое сообщество: 51 узлов, 0 seed; преобладающий сигнал — terminal. "
17,7,0,143000.000000,100000004508696100|100000005911352100|100000003962994100,"Наблюдаемое сообщество: 7 узлов, 0 seed; преобладающий сигнал — distributor. "
18,120,0,4465650.000000,100000002578405100|100000008493007100|100000005041905100,"Наблюдаемое сообщество: 120 узлов, 0 seed; преобладающий сигнал — terminal. "
19,6,1,1527967.000000,100000000580561100|100000007939160100|100000005183943100,"Наблюдаемое сообщество: 6 узлов, 1 seed; преобладающий сигнал — distributor. "
20,55,0,16998436.000000,100000007442518100|100000002883402100|100000000673868100,"Наблюдаемое сообщество: 55 узлов, 0 seed; преобладающий сигнал — terminal. "
21,8,0,389000.000000,100000002612809100|100000005507142100|100000005264874100,"Наблюдаемое сообщество: 8 узлов, 0 seed; преобладающий сигнал — distributor. "
22,13,1,1392916.000000,100000001380054100|100000006232815100|100000005077484100,"Наблюдаемое сообщество: 13 узлов, 1 seed; преобладающий сигнал — distributor. "
23,43,0,6090969.000000,100000004351795100|100000003242289100|100000002217161100,"Наблюдаемое сообщество: 43 узлов, 0 seed; преобладающий сигнал — terminal. "
24,39,0,2090445.000000,100000001697501100|100000002733905100|100000005342513100,"Наблюдаемое сообщество: 39 узлов, 0 seed; преобладающий сигнал — terminal. "
